N_Processo;Orgao;Situacao_Orgao;Modalidade;Objeto;Itens_Licitado;Valor_Total_Previsto;Valor_Total_Realizado;Quant_Licitada;N_Edital;Data_Publicação;Data_Abertura;CPF_CNPJ;Razao_Social
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Tesoura - Lâmina: aço; Tamanho: mínimo 5 polegadas; Material: aço  inox; Tipo: de desbaste.";1917,9000000000000000;1917,9000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Escova - Tipo: de cabelo; Uso: profissional; Cerda: macia; Material: madeira; Requisito: térmica com cerdas naturais; Tamanho: médio .";982,2000000000000000;982,2000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Pente - Uso: profissional; Material: plástico; Cor: preta; Requisito: com dois tipos de dentes.";963,0000000000000000;849,6000000000000000;60,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Capa - Tipo: de barbeiro; Material: nylon; Requisito: sem manga e botão.";1034,4000000000000000;949,8000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Pincel - Tipo: de barbear; Tamanho: pequeno; Requisito: corpo de madeira e cerdas naturais.";1062,9000000000000000;360,0000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Máquina - Tipo: de corte; Uso: profissional; Voltagem: 110 V.";13615,2000000000000000;6999,9000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Máquina - Tipo: acabamento; Voltagem: 110 V.";3594,0000000000000000;3594,0000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Tesoura - Lâmina: aço; Tamanho: mínimo 5 polegadas; Material: aço  inox; Tipo: de desbaste.";1917,9000000000000000;1917,9000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Escova - Tipo: de cabelo; Uso: profissional; Cerda: macia; Material: madeira; Requisito: térmica com cerdas naturais; Tamanho: médio .";982,2000000000000000;982,2000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Pente - Uso: profissional; Material: plástico; Cor: preta; Requisito: com dois tipos de dentes.";963,0000000000000000;849,6000000000000000;60,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Capa - Tipo: de barbeiro; Material: nylon; Requisito: sem manga e botão.";1034,4000000000000000;949,8000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Pincel - Tipo: de barbear; Tamanho: pequeno; Requisito: corpo de madeira e cerdas naturais.";1062,9000000000000000;360,0000000000000000;30,00000000;0005/2019;20190611;20190717;08256030000175;MORENA COMÉRCIO & SERVIÇO LTDA - EPP
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Espanador - Uso: pós corte de cabelo; Requisito: compartimento para colocar talco e botão que permite sua saída, para deixar o acabamento do corte impecável.";654,3000000000000000;598,8000000000000000;30,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Borrifador - Material: de plástico ; Indicação : produtos líquidos.";261,0000000000000000;261,0000000000000000;30,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Navalhete - Uso: para barbear; Material: aço  inox; Requisito: Lâminas descartáveis.";1636,8000000000000000;1636,8000000000000000;60,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Papel - Tipo: toalha; Medida: 23 x 27 cm (L x C); Material: 100% celulose virgem, não reciclado; Apresentação: 3 dobras, interfolhado.";596,8500000000000000;596,8500000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Álcool - Tipo: etílico; Porcentagem: 70%; Apresentação: gel; Requisito: com água, carbômero, agente neutralizante e agente umectante.";218,8500000000000000;218,8500000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Pomada - Tipo: modeladora; Uso: capilar; Peso: 150 gramas.";349,5000000000000000;349,5000000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Creme - Tipo: barbear; Embalagem: 65 g.";127,3500000000000000;127,3500000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Tesoura - Tamanho: mínimo 14 cm e com 5,5""; Requisito: escovado e polido, apoiador de dedo; Material: aço  inox; corte de cabelo: fio navalha.";4900,2000000000000000;3999,0000000000000000;30,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Álcool - Tipo: etílico; Porcentagem: 70%.";83,4000000000000000;83,4000000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Espanador - Uso: pós corte de cabelo; Requisito: compartimento para colocar talco e botão que permite sua saída, para deixar o acabamento do corte impecável.";654,3000000000000000;598,8000000000000000;30,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Borrifador - Material: de plástico ; Indicação : produtos líquidos.";261,0000000000000000;261,0000000000000000;30,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Navalhete - Uso: para barbear; Material: aço  inox; Requisito: Lâminas descartáveis.";1636,8000000000000000;1636,8000000000000000;60,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Papel - Tipo: toalha; Medida: 23 x 27 cm (L x C); Material: 100% celulose virgem, não reciclado; Apresentação: 3 dobras, interfolhado.";596,8500000000000000;596,8500000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Álcool - Tipo: etílico; Porcentagem: 70%; Apresentação: gel; Requisito: com água, carbômero, agente neutralizante e agente umectante.";218,8500000000000000;218,8500000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Pomada - Tipo: modeladora; Uso: capilar; Peso: 150 gramas.";349,5000000000000000;349,5000000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Creme - Tipo: barbear; Embalagem: 65 g.";127,3500000000000000;127,3500000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Tesoura - Tamanho: mínimo 14 cm e com 5,5""; Requisito: escovado e polido, apoiador de dedo; Material: aço  inox; corte de cabelo: fio navalha.";4900,2000000000000000;3999,0000000000000000;30,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Álcool - Tipo: etílico; Porcentagem: 70%.";83,4000000000000000;83,4000000000000000;15,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Secador - Tipo: de cabelo; Potência: mínimo 1700w; Voltagem: 110 V; Velocidade: oscilante, com no mínimo, 2 velocidades; Temperatura: 4; jato: quente e frio; Cor: preta; Dimensão do Produto: (a x c): 21,5 x 24 cm; Garantia: 6 meses; Motor: ac profissional maior durabilidade.";3814,3500000000000000;3814,3500000000000000;15,00000000;0005/2019;20190611;20190717;29853526000104;HARMONIA SERVIÇOS ADMINISTRATIVOS EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Secador - Tipo: de cabelo; Potência: mínimo 1700w; Voltagem: 110 V; Velocidade: oscilante, com no mínimo, 2 velocidades; Temperatura: 4; jato: quente e frio; Cor: preta; Dimensão do Produto: (a x c): 21,5 x 24 cm; Garantia: 6 meses; Motor: ac profissional maior durabilidade.";3814,3500000000000000;3814,3500000000000000;15,00000000;0005/2019;20190611;20190717;29853526000104;HARMONIA SERVIÇOS ADMINISTRATIVOS EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Máscara hospitalar - Tipo: cirúrgica descartável; Material: polipropileno atóxico; Cor: branca; Camadas: mínino de 2 camadas; Requisito: com tiras laterais, hipoalérgica.";775,8000000000000000;775,8000000000000000;60,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/001.909/2019;SED;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO DE MATERIAIS DE BARBEARIA;"Máscara hospitalar - Tipo: cirúrgica descartável; Material: polipropileno atóxico; Cor: branca; Camadas: mínino de 2 camadas; Requisito: com tiras laterais, hipoalérgica.";775,8000000000000000;775,8000000000000000;60,00000000;0005/2019;20190611;20190717;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Pincel - Tipo: de cozinha; Tamanho: mínimo 17,5 cm; Material: silicone.";114,2400000000000000;78,9600000000000000;12,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Forma - Material: alumínio; Formato: retangular; Tipo: assadeira; Medida: 40 x 60 cm.";914,1600000000000000;840,0000000000000000;12,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Espátula - Material: silicone; Tamanho: 24 cm.";118,4400000000000000;118,4400000000000000;12,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Forma - Material: alumínio; Formato: redonda; Uso: bolo; Requisito: com tubo ou canudo; Diâmetro : 24 cm.";311,8800000000000000;216,0000000000000000;12,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Gás - Tipo: liquefeito de petróleo; Dados Complementares: botijão a base de troca .";598,5600000000000000;598,5600000000000000;8,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Pincel - Tipo: de cozinha; Tamanho: mínimo 17,5 cm; Material: silicone.";114,2400000000000000;78,9600000000000000;12,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Forma - Material: alumínio; Formato: retangular; Tipo: assadeira; Medida: 40 x 60 cm.";914,1600000000000000;840,0000000000000000;12,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Espátula - Material: silicone; Tamanho: 24 cm.";118,4400000000000000;118,4400000000000000;12,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Forma - Material: alumínio; Formato: redonda; Uso: bolo; Requisito: com tubo ou canudo; Diâmetro : 24 cm.";311,8800000000000000;216,0000000000000000;12,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Gás - Tipo: liquefeito de petróleo; Dados Complementares: botijão a base de troca .";598,5600000000000000;598,5600000000000000;8,00000000;0006/2019;20190612;20190628;03257078000184;YOUSSIF AMIM YOUSSIF - EPP
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Bacia - Material: plástico; Capacidade Mínima: 30 litros.";90,4000000000000000;86,7200000000000000;8,00000000;0006/2019;20190612;20190628;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Palito - Tipo: fósforo; caixa: 40 palitos; Requisito: área de riscagem com vida útil compatível com o número de palitos da embalagem; Embalagem: 10 caixas.";20,8800000000000000;20,8800000000000000;8,00000000;0006/2019;20190612;20190628;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Bacia - Material: plástico; Capacidade Mínima: 30 litros.";90,4000000000000000;86,7200000000000000;8,00000000;0006/2019;20190612;20190628;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
29/003.761/2019;SED;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;"Palito - Tipo: fósforo; caixa: 40 palitos; Requisito: área de riscagem com vida útil compatível com o número de palitos da embalagem; Embalagem: 10 caixas.";20,8800000000000000;20,8800000000000000;8,00000000;0006/2019;20190612;20190628;18493600000102;C. L. R. COMÉRCIO DE PRODUTOS DE HIGIENE E LIMPEZA, SANEANTE, GÊNERO ALIMENT. E MÉDICO HOSP. EIRELI
