N_Processo;Orgao;Situacao_Orgao;Modalidade;Objeto;Itens_Licitado;Valor_Total_Previsto;Valor_Total_Realizado;Quant_Licitada;N_Edital;Data_Publicação;Data_Abertura;CPF_CNPJ;Razao_Social
71/505.023/2018;IAGRO;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE PARAFUSADEIRA, SERRA TIPO MÁRMORE , MÁQUINA DE SOLDA,  MÁSCARA DE SOLDA, MARTELETE E ESMERILHADEIRA;"Máquina - Tipo: transformadora de solda; Capacidade Mínima: 250 A; Permitir: ajuste de corrente; Sensor: temperatura; Tensão: bivolt; Cabo: com porta eletrodo.";400,2200000000000000;400,0000000000000000;1,00000000;0003/2019;20190510;20190523;07918676000299;SOUZA ALVES & CIA LTDA EPP
71/505.023/2018;IAGRO;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE PARAFUSADEIRA, SERRA TIPO MÁRMORE , MÁQUINA DE SOLDA,  MÁSCARA DE SOLDA, MARTELETE E ESMERILHADEIRA;"Máscara - Tipo: de solda.; Tonalidade: automática.; Tonalidade de funcionamento: din11; Acompanha: eletrodo.";218,2700000000000000;218,2700000000000000;1,00000000;0003/2019;20190510;20190523;29853526000104;HARMONIA SERVIÇOS ADMINISTRATIVOS EIRELI
71/505.023/2018;IAGRO;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE PARAFUSADEIRA, SERRA TIPO MÁRMORE , MÁQUINA DE SOLDA,  MÁSCARA DE SOLDA, MARTELETE E ESMERILHADEIRA;"Ferramentas - Tipo: martelete; Tensão: 800 a 900w; Requisito: perfurador e rompedor.";678,8600000000000000;476,0000000000000000;1,00000000;0003/2019;20190510;20190523;29853526000104;HARMONIA SERVIÇOS ADMINISTRATIVOS EIRELI
71/505.023/2018;IAGRO;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE PARAFUSADEIRA, SERRA TIPO MÁRMORE , MÁQUINA DE SOLDA,  MÁSCARA DE SOLDA, MARTELETE E ESMERILHADEIRA;"Ferramentas - Tipo: esmerilhadeira angular; Tensão: 110 V; Potência mínima: 900 Watts; Polegada : 5 polegadas; Diâmetro de disco: 125 mm; Acompanha: punho/empunhadura lateral, guarda de proteção, chaves.";583,0300000000000000;314,0000000000000000;1,00000000;0003/2019;20190510;20190523;07918676000299;SOUZA ALVES & CIA LTDA EPP
31/300.399/2019;SEJUSP;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE FARDAMENTO;"Uniforme - Tecido: rip stop, 70 % poliéster e 30% algodão; Dados Complementares: personalizado; Tipo: calça.";73800,0000000000000000;59040,0000000000000000;820,00000000;0002/2019;20190507;20190517;97371090000169;ARTE CAMISETAS LTDA - EPP
31/300.399/2019;SEJUSP;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE FARDAMENTO;"Uniforme - Tecido: rip stop, 70 % poliéster e 30% algodão; Manga: Longa; Dados Complementares: personalizado; Tipo: gandola.";95120,0000000000000000;73800,0000000000000000;820,00000000;0002/2019;20190507;20190517;97371090000169;ARTE CAMISETAS LTDA - EPP
31/300.399/2019;SEJUSP;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE FARDAMENTO;"Uniforme - Tecido: rip stop, 70 % poliéster e 30% algodão; Dados Complementares: personalizado; Tipo: calça.";73800,0000000000000000;59040,0000000000000000;820,00000000;0002/2019;20190507;20190517;97371090000169;ARTE CAMISETAS LTDA - EPP
31/300.399/2019;SEJUSP;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE FARDAMENTO;"Uniforme - Tecido: rip stop, 70 % poliéster e 30% algodão; Manga: Longa; Dados Complementares: personalizado; Tipo: gandola.";95120,0000000000000000;73800,0000000000000000;820,00000000;0002/2019;20190507;20190517;97371090000169;ARTE CAMISETAS LTDA - EPP
31/300.399/2019;SEJUSP;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE FARDAMENTO;"Boné, chapéu, gorro e afins. - Tipo: gorro com pala; Tecido: rip stop; Dados Complementares: personalizado.";22121,1900000000000000;17796,8700000000000000;819,00000000;0002/2019;20190507;20190517;24658825000166;MANDALA CONFECÇÕES EIRELLI - EPP
31/300.399/2019;SEJUSP;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE FARDAMENTO;"Boné, chapéu, gorro e afins. - Tipo: gorro com pala; Tecido: rip stop; Dados Complementares: personalizado.";22121,1900000000000000;17796,8700000000000000;819,00000000;0002/2019;20190507;20190517;24658825000166;MANDALA CONFECÇÕES EIRELLI - EPP
71/000.262/2018;SEMAGRO;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;"Container - Tipo: blocos de módulos metálicos BMMH; Uso: habitável; Material: metal dry.";697000,0000000000000000;684499,0000000000000000;4,00000000;0002/2019;20190523;20190710;08899125000107;USINGÁ IMPLEMENTOS LTDA EPP
71/000.262/2018;SEMAGRO;Ativo;PREGÃO ELETRÔNICO;1ª REPETIÇÃO AQUISIÇÃO E INSTALAÇÃO DE CONJUNTOS (04 UNIDADES) DE MÓDULOS METÁLICOS HABITÁVEIS - CONTAINERS;"Container - Tipo: blocos de módulos metálicos BMMH; Uso: habitável; Material: metal dry.";697000,0000000000000000;684499,0000000000000000;4,00000000;0002/2019;20190523;20190710;08899125000107;USINGÁ IMPLEMENTOS LTDA EPP
