N_Processo;Orgao;Situacao_Orgao;Modalidade;Objeto;Itens_Licitado;Valor_Total_Previsto;Valor_Total_Realizado;Quant_Licitada;N_Edital;Data_Publicação;Data_Abertura;CPF_CNPJ;Razao_Social
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: set de infusão; Marca/Modelo: Accu-Chek Tender Link; Informação Adicional: medida 13mm/60cm, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 10 sets/conjuntos completos.";27651,9600000000000000;26334,0000000000000000;36,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: cânula; Marca/Modelo: Accu-Chek Tender Link; Informação Adicional: medida 13 mm; Embalagem: caixa com 10 cânulas/agulhas.";18898,9200000000000000;17938,8000000000000000;36,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: set de infusão; Marca/Modelo: Accu-Chek Tender Link; Embalagem: caixa com 10 sets/conjuntos completos; Informação Adicional: medida 17mm/60cm, compatível com sistema Accu-Check COMBO.";4830,3000000000000000;4389,0000000000000000;6,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: cânula; Marca/Modelo: Accu-Chek Tender Link; Embalagem: caixa com 10 cânulas/agulhas; Informação Adicional: medida 17 mm.";3149,8200000000000000;2989,8000000000000000;6,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: set de infusão; Marca/Modelo: Accu-Chek Flex Link; Informação Adicional: medida 8mm/60cm, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 10 sets/conjuntos completos.";13411,4400000000000000;13167,0000000000000000;18,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: cânula; Informação Adicional: medida 8mm, compatível com sistema Accu-Check COMBO; Marca/Modelo: Accu-Chek Flex Link; Embalagem: caixa com 10 cânulas/agulhas.";14448,2800000000000000;13952,4000000000000000;28,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para diabetes - Tipo: set de infusão; Marca/Modelo: Accu-Chek Flex Link; Informação adicional: medida 8mm/30cm, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 10 sets/conjuntos completos.";7507,6000000000000000;7315,0000000000000000;10,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: set de infusão; Marca/Modelo: Accu-Chek Flex Link; Informação Adicional: medida 10mm/60cm, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 10 sets/conjuntos completos.";6705,7200000000000000;6583,5000000000000000;9,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: cânula; Marca/Modelo: Accu-Chek Flex Link; Informação Adicional: medida 10 mm, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 10 cânulas/agulhas.";26908,2000000000000000;26908,2000000000000000;54,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: cartucho plástico; Informação Adicional: capacidade 3,15 ml, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 25 cartuchos.";15262,2400000000000000;14168,0000000000000000;28,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: conjunto para alimentação de energia; Informação Adicional: compatível com sistema Accu-Check COMBO; Embalagem: 4 pilhas tipo AA, 1 adaptador, 1 tampa de bateria, 1 chave de bateria.";6012,7600000000000000;5291,0000000000000000;26,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: set de infusão; Marca/Modelo: Accu-Chek Tender Link; Informação Adicional: medida 13mm/60cm, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 10 sets/conjuntos completos.";27651,9600000000000000;26334,0000000000000000;36,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: cânula; Marca/Modelo: Accu-Chek Tender Link; Informação Adicional: medida 13 mm; Embalagem: caixa com 10 cânulas/agulhas.";18898,9200000000000000;17938,8000000000000000;36,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: set de infusão; Marca/Modelo: Accu-Chek Tender Link; Embalagem: caixa com 10 sets/conjuntos completos; Informação Adicional: medida 17mm/60cm, compatível com sistema Accu-Check COMBO.";4830,3000000000000000;4389,0000000000000000;6,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: cânula; Marca/Modelo: Accu-Chek Tender Link; Embalagem: caixa com 10 cânulas/agulhas; Informação Adicional: medida 17 mm.";3149,8200000000000000;2989,8000000000000000;6,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: set de infusão; Marca/Modelo: Accu-Chek Flex Link; Informação Adicional: medida 8mm/60cm, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 10 sets/conjuntos completos.";13411,4400000000000000;13167,0000000000000000;18,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para sistema de infusão de insulina - Tipo: cânula; Informação Adicional: medida 8mm, compatível com sistema Accu-Check COMBO; Marca/Modelo: Accu-Chek Flex Link; Embalagem: caixa com 10 cânulas/agulhas.";14448,2800000000000000;13952,4000000000000000;28,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
27/004.225/2018;FESA;Ativo;PREGÃO ELETRÔNICO;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;"Insumo para diabetes - Tipo: set de infusão; Marca/Modelo: Accu-Chek Flex Link; Informação adicional: medida 8mm/30cm, compatível com sistema Accu-Check COMBO; Embalagem: caixa com 10 sets/conjuntos completos.";7507,6000000000000000;7315,0000000000000000;10,00000000;0004/2019;20190409;20190422;11352270000188;RCA SAUDE COMÉRCIO E REPRESENTAÇÕES EIRELLI ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,0000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Fertilizante - Tipo: químico mineral 04-20-20; Composição mínima: 0,5% de zinco, 0,1% de boro e 0,2% de Mn.";29217,9000000000000000;29217,9000000000000000;255,00000000;0001/2019;20190405;20190709;18676583000130;NORTE PIONEIRO COMÉRCIO E SERVIÇOS LTDA - ME
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;3839,5800000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,0000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;3889,3800000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";3781,2800000000000000;3780,8000000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";2533,2800000000000000;2533,2800000000000000;8,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";2735,6800000000000000;2049,2700000000000000;83,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";860,0000000000000000;860,0000000000000000;1,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;10452,0000000000000000;10452,0000000000000000;400,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,0000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;4999,9200000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária juncea; Requisito: pureza mínima de 80% e germinação mínima de 85%.";7089,9000000000000000;7089,0000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Semente - Tipo: crotalária orchroleurca; Requisito: pureza mínima de 60% e germinação mínima de 85%.";4749,9000000000000000;4749,9000000000000000;15,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Polímero - Tipo: retentor de água; Composição: constituído por monômeros de carbono ligados por ponte de hidrogênio de fabricação natural ou sintética.";5471,3600000000000000;5399,9800000000000000;166,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;"Inseticida - Tipo: cupinicida; Princípio Ativo: fipronil; Grupo químico: pirazol; Apresentação: granulado dispersível; Classe de ação: contato e ingestão; Requisito: contento no mínimo de 80% de principio ativo.";2580,0000000000000000;2580,0000000000000000;3,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
71/600.901/2018;AGRAER;Ativo;PREGÃO ELETRÔNICO;2ª REPETIÇÃO AQUISIÇÃO DE SEMENTES, FERTILIZANTES, INSETICIDAS E POLÍMEROS;Fertilizante - Tipo: orgânico de cama de frango de aviário.;20904,0000000000000000;20904,0000000000000000;800,00000000;0001/2019;20190405;20190709;04423260000120;FBA - AGROPECUARIA LTDA - EPP
